Brent + 3Y;;Brent + 2Y;;Brent + 1Y;;Brent + 6M;;WTI + 3Y;;WTI + 2Y;;WTI + 1Y;;WTI + 6M;
Date;COM1 Comdty;Date;COM0 Comdty;Date;COM9 Comdty;Date;COZ8 Comdty;Date;CLK1 Comdty;Date;CLK0 Comdty;Date;CLK9 Comdty;Date;CLX8 Comdty
24.12.2008;60,04;07.01.2015;74,48;24.06.2011;101,67;28.06.2010;94,61;08.07.2016;56,83;09.07.2015;65,4;09.07.2014;88,6;05.07.2013;79,18
26.12.2008;62,78;08.01.2015;73,82;27.06.2011;101,38;29.06.2010;92,58;11.07.2016;56,69;10.07.2015;66,3;10.07.2014;88,12;08.07.2013;79,66
29.12.2008;64,5;09.01.2015;74,72;28.06.2011;101,08;30.06.2010;91,82;12.07.2016;57,29;13.07.2015;66,56;11.07.2014;87,72;09.07.2013;80,06
30.12.2008;64,68;12.01.2015;73,42;29.06.2011;102,89;01.07.2010;90,33;13.07.2016;56,04;14.07.2015;66,45;14.07.2014;88,37;10.07.2013;81,14
31.12.2008;69,4;13.01.2015;73,63;30.06.2011;103,05;02.07.2010;90,11;14.07.2016;56,24;15.07.2015;65,36;15.07.2014;87,78;11.07.2013;81,69
02.01.2009;70,42;14.01.2015;74,03;01.07.2011;102,5;05.07.2010;90,5;15.07.2016;55,91;16.07.2015;64,82;16.07.2014;87,16;12.07.2013;81,5
05.01.2009;71,28;15.01.2015;72,56;04.07.2011;101,75;06.07.2010;91,23;18.07.2016;55,45;17.07.2015;64,47;17.07.2014;86,27;15.07.2013;80,97
06.01.2009;70,78;16.01.2015;73,87;05.07.2011;103,15;07.07.2010;93,08;19.07.2016;55,92;20.07.2015;64,37;18.07.2014;85,97;16.07.2013;80,54
07.01.2009;68,08;19.01.2015;73,62;06.07.2011;103,41;08.07.2010;94,24;20.07.2016;56,47;21.07.2015;65,09;21.07.2014;87,54;17.07.2013;80,38
08.01.2009;67,88;20.01.2015;72,93;07.07.2011;105,75;09.07.2010;93,83;21.07.2016;55,84;22.07.2015;64,11;22.07.2014;87,14;18.07.2013;80,14
09.01.2009;68,1;21.01.2015;73,3;08.07.2011;104,87;12.07.2010;92,43;22.07.2016;55,77;23.07.2015;63,36;23.07.2014;87,64;19.07.2013;80,21
12.01.2009;66,85;22.01.2015;72,66;11.07.2011;104,62;13.07.2010;94,2;25.07.2016;55,7;24.07.2015;62,58;24.07.2014;87,57;22.07.2013;80,29
13.01.2009;67,04;23.01.2015;73,42;12.07.2011;105,66;14.07.2010;93,92;26.07.2016;55,48;27.07.2015;62,54;25.07.2014;87,84;23.07.2013;80,43
14.01.2009;67,39;26.01.2015;73,14;13.07.2011;106,42;15.07.2010;93,33;27.07.2016;54,47;28.07.2015;62,66;28.07.2014;87,14;24.07.2013;80,36
15.01.2009;67,19;27.01.2015;74,06;14.07.2011;105,27;16.07.2010;92,74;28.07.2016;53,27;29.07.2015;62,62;29.07.2014;87;25.07.2013;81
16.01.2009;66,95;28.01.2015;73,63;15.07.2011;106,05;19.07.2010;92,79;29.07.2016;52,99;30.07.2015;62,6;30.07.2014;87,13;26.07.2013;81,86
19.01.2009;64,07;29.01.2015;74,33;18.07.2011;104,28;20.07.2010;92,38;01.08.2016;52,31;31.07.2015;62,2;31.07.2014;86,67;29.07.2013;81,74
20.01.2009;63,23;30.01.2015;76,26;19.07.2011;104,77;21.07.2010;92,44;02.08.2016;52,14;03.08.2015;61,15;01.08.2014;87,05;30.07.2013;81,66
21.01.2009;61,51;02.02.2015;76,86;20.07.2011;105,61;22.07.2010;94,48;03.08.2016;52,61;04.08.2015;61,18;04.08.2014;87,34;31.07.2013;81,54
22.01.2009;61,59;03.02.2015;78,88;21.07.2011;105,11;23.07.2010;94,36;04.08.2016;52,67;05.08.2015;60,94;05.08.2014;87,48;01.08.2013;81,26
23.01.2009;63,66;04.02.2015;77,45;22.07.2011;106,19;26.07.2010;94,45;05.08.2016;52,73;06.08.2015;61,44;06.08.2014;87,73;02.08.2013;81,4
26.01.2009;62,49;05.02.2015;78,78;25.07.2011;105,91;27.07.2010;93,43;08.08.2016;53,46;07.08.2015;60,8;07.08.2014;88,39;05.08.2013;81,89
27.01.2009;61,49;06.02.2015;78,78;26.07.2011;105,56;28.07.2010;93,97;09.08.2016;53,57;10.08.2015;61,76;08.08.2014;87,89;06.08.2013;81,69
28.01.2009;62,7;09.02.2015;78,77;27.07.2011;104,27;29.07.2010;95,14;10.08.2016;53,38;11.08.2015;61,74;11.08.2014;88,01;07.08.2013;81,99
29.01.2009;62,84;10.02.2015;78,24;28.07.2011;103,94;30.07.2010;95,4;11.08.2016;54,5;12.08.2015;62,29;12.08.2014;88,11;08.08.2013;82,13
30.01.2009;62,14;11.02.2015;78,09;29.07.2011;103,28;02.08.2010;96,97;12.08.2016;54,92;13.08.2015;62,53;13.08.2014;88,53;09.08.2013;82,17
02.02.2009;60,37;12.02.2015;79,29;01.08.2011;103,08;03.08.2010;98,06;15.08.2016;55,51;14.08.2015;63,1;14.08.2014;87,69;12.08.2013;82,08
03.02.2009;60,44;13.02.2015;78,61;02.08.2011;102,86;04.08.2010;98,06;16.08.2016;56,23;17.08.2015;62,64;15.08.2014;88,05;13.08.2013;82,08
04.02.2009;61,63;16.02.2015;78,66;03.08.2011;100,19;05.08.2010;97,49;17.08.2016;56,86;18.08.2015;62,22;18.08.2014;88,13;14.08.2013;82,32
05.02.2009;63,08;17.02.2015;78,95;04.08.2011;96,24;06.08.2010;97,12;18.08.2016;57,64;19.08.2015;60,78;19.08.2014;87,94;15.08.2013;81,94
06.02.2009;63,5;18.02.2015;78,44;05.08.2011;98,83;09.08.2010;97,7;19.08.2016;57,72;20.08.2015;59,33;20.08.2014;87,45;16.08.2013;81,72
09.02.2009;63,73;19.02.2015;78,06;08.08.2011;95,4;10.08.2010;96,96;22.08.2016;56,59;21.08.2015;57,25;21.08.2014;87,34;19.08.2013;81,5
10.02.2009;62,48;20.02.2015;78,74;09.08.2011;94,33;11.08.2010;94,93;23.08.2016;57,27;24.08.2015;55,87;22.08.2014;87,86;20.08.2013;81,92
11.02.2009;63,05;23.02.2015;78,58;10.08.2011;94,93;12.08.2010;92,25;24.08.2016;56,39;25.08.2015;56,67;25.08.2014;87,85;21.08.2013;81,72
12.02.2009;63,55;24.02.2015;79,05;11.08.2011;95;13.08.2010;91,86;25.08.2016;56,56;26.08.2015;57,2;26.08.2014;87,95;22.08.2013;81,57
13.02.2009;61,98;25.02.2015;79,66;12.08.2011;94,86;16.08.2010;91,92;26.08.2016;56,86;27.08.2015;60,37;27.08.2014;87,48;23.08.2013;81,4
16.02.2009;60,26;26.02.2015;79,39;15.08.2011;97,48;17.08.2010;93,42;29.08.2016;56,3;28.08.2015;61,63;28.08.2014;86,97;26.08.2013;81,39
17.02.2009;58,36;27.02.2015;79,56;16.08.2011;96,9;18.08.2010;93,21;30.08.2016;55,62;31.08.2015;63,41;29.08.2014;87,01;27.08.2013;81,61
18.02.2009;55,72;02.03.2015;78,44;17.08.2011;95,05;19.08.2010;91,71;31.08.2016;54,1;01.09.2015;59,67;02.09.2014;86,34;28.08.2013;81
19.02.2009;58,28;03.03.2015;79,04;18.08.2011;90,64;20.08.2010;90,99;01.09.2016;52,88;02.09.2015;60,65;03.09.2014;86,46;29.08.2013;80,69
20.02.2009;58,27;04.03.2015;77,88;19.08.2011;90,69;23.08.2010;91,35;02.09.2016;54,13;03.09.2015;60,46;04.09.2014;86,49;30.08.2013;81,44
23.02.2009;58,43;05.03.2015;76,93;22.08.2011;91,58;24.08.2010;90,89;06.09.2016;54,56;04.09.2015;59,41;05.09.2014;86,52;03.09.2013;81,4
24.02.2009;59,25;06.03.2015;76,05;23.08.2011;92,94;25.08.2010;91,87;07.09.2016;55,32;08.09.2015;60,08;08.09.2014;86,83;04.09.2013;81,54
25.02.2009;59,58;09.03.2015;75,53;24.08.2011;94,03;26.08.2010;93,58;08.09.2016;56,83;09.09.2015;59,06;09.09.2014;86,99;05.09.2013;81,55
26.02.2009;60,95;10.03.2015;75;25.08.2011;94,61;27.08.2010;95,11;09.09.2016;55,37;10.09.2015;60,13;10.09.2014;87,1;06.09.2013;81,2
27.02.2009;60,11;11.03.2015;75,34;26.08.2011;94,72;30.08.2010;94,89;12.09.2016;55,7;11.09.2015;59,63;11.09.2014;87,19;09.09.2013;80,71
02.03.2009;56,35;12.03.2015;75,69;29.08.2011;94,52;31.08.2010;93,35;13.09.2016;55,23;14.09.2015;58,39;12.09.2014;87,05;10.09.2013;80,9
03.03.2009;57,03;13.03.2015;74,8;30.08.2011;94,01;01.09.2010;94,87;14.09.2016;54,4;15.09.2015;58,87;15.09.2014;87,07;11.09.2013;80,94
04.03.2009;58,39;16.03.2015;75,28;31.08.2011;92,61;02.09.2010;95,08;15.09.2016;54,74;16.09.2015;59,68;16.09.2014;87,23;12.09.2013;81,13
05.03.2009;57,73;17.03.2015;74,57;01.09.2011;92,25;03.09.2010;95,1;16.09.2016;53,96;17.09.2015;59,29;17.09.2014;87,07;13.09.2013;81,3
06.03.2009;58,29;18.03.2015;75,71;02.09.2011;90,26;06.09.2010;94,99;19.09.2016;54,4;18.09.2015;58,08;18.09.2014;86,86;16.09.2013;81,33
09.03.2009;57,85;19.03.2015;75,24;05.09.2011;88,9;07.09.2010;95,99;20.09.2016;54,44;21.09.2015;59,41;19.09.2014;87;17.09.2013;81,23
10.03.2009;58,44;20.03.2015;75,67;06.09.2011;90,79;08.09.2010;96,09;21.09.2016;54,89;22.09.2015;59,58;22.09.2014;86,81;18.09.2013;81,17
11.03.2009;57,03;23.03.2015;76,05;07.09.2011;92,04;09.09.2010;95,2;22.09.2016;55,75;23.09.2015;58,22;23.09.2014;86,43;19.09.2013;81,65
12.03.2009;59,9;24.03.2015;75,15;08.09.2011;91,9;10.09.2010;95,32;23.09.2016;54,5;24.09.2015;58,79;24.09.2014;86,04;20.09.2013;81,73
13.03.2009;59,52;25.03.2015;75,22;09.09.2011;91,68;13.09.2010;96,2;26.09.2016;55,69;25.09.2015;59,1;25.09.2014;86,05;23.09.2013;81,76
16.03.2009;59,75;26.03.2015;75,35;12.09.2011;91,92;14.09.2010;96,74;27.09.2016;54,84;28.09.2015;57,84;26.09.2014;85,58;24.09.2013;81,89
17.03.2009;61,71;27.03.2015;73,56;13.09.2011;93,15;15.09.2010;96,99;28.09.2016;56,24;29.09.2015;57,83;29.09.2014;85,05;25.09.2013;81,61
18.03.2009;62,61;30.03.2015;74,27;14.09.2011;93,18;16.09.2010;95,91;29.09.2016;56,48;30.09.2015;58;30.09.2014;84,32;26.09.2013;82,01
19.03.2009;66,68;31.03.2015;73,83;15.09.2011;94,01;17.09.2010;95,66;30.09.2016;56,92;01.10.2015;56,83;01.10.2014;84,51;27.09.2013;81,53
20.03.2009;67,49;01.04.2015;74,56;16.09.2011;93,46;20.09.2010;96;03.10.2016;57,1;02.10.2015;56,89;02.10.2014;83,38;30.09.2013;81,75
23.03.2009;70,18;02.04.2015;73,57;19.09.2011;91,97;21.09.2010;94,87;04.10.2016;57,34;05.10.2015;57,77;03.10.2014;82,91;01.10.2013;81,9
24.03.2009;69,87;06.04.2015;73,91;20.09.2011;91,99;22.09.2010;94,86;05.10.2016;57,8;06.10.2015;59,08;06.10.2014;83,59;02.10.2013;81,83
25.03.2009;68,33;07.04.2015;72,65;21.09.2011;91,6;23.09.2010;94,92;06.10.2016;57,79;07.10.2015;58,8;07.10.2014;83,4;03.10.2013;81,28
26.03.2009;69,39;08.04.2015;71,94;22.09.2011;87,43;24.09.2010;95,06;07.10.2016;57,44;08.10.2015;58,31;08.10.2014;83,59;04.10.2013;81,69
27.03.2009;68,35;09.04.2015;73,05;23.09.2011;87,15;27.09.2010;94,77;10.10.2016;57,63;09.10.2015;59,06;09.10.2014;84;07.10.2013;81,94
30.03.2009;65,73;10.04.2015;73,61;26.09.2011;88,18;28.09.2010;94,84;11.10.2016;56,87;12.10.2015;58,26;10.10.2014;84,17;08.10.2013;81,27
31.03.2009;66,14;13.04.2015;73,04;27.09.2011;89,63;29.09.2010;96,21;12.10.2016;56,75;13.10.2015;58,48;13.10.2014;84,82;09.10.2013;81,41
01.04.2009;65,12;14.04.2015;72,93;28.09.2011;88,36;30.09.2010;96,69;13.10.2016;56,76;14.10.2015;58,87;14.10.2014;84,34;10.10.2013;81,48
02.04.2009;69,17;15.04.2015;74,43;29.09.2011;89,28;01.10.2010;97,3;14.10.2016;56,59;15.10.2015;59,02;15.10.2014;82,9;11.10.2013;81,72
03.04.2009;69,67;16.04.2015;74,26;30.09.2011;87,93;04.10.2010;96,69;17.10.2016;56,63;16.10.2015;59,33;16.10.2014;81,64;14.10.2013;81,57
06.04.2009;69,28;17.04.2015;73,78;03.10.2011;86,98;05.10.2010;97,73;18.10.2016;57,07;19.10.2015;58,43;17.10.2014;81,6;15.10.2013;81,63
07.04.2009;68,55;20.04.2015;73,93;04.10.2011;85,8;06.10.2010;97;19.10.2016;57,61;20.10.2015;58,81;20.10.2014;80,6;16.10.2013;81,13
08.04.2009;68,67;21.04.2015;74,04;05.10.2011;88,53;07.10.2010;95,99;20.10.2016;57,04;21.10.2015;58,43;21.10.2014;79,72;17.10.2013;80,85
09.04.2009;70,01;22.04.2015;74,62;06.10.2011;91,87;08.10.2010;96,87;21.10.2016;57,6;22.10.2015;58,98;22.10.2014;79,26;18.10.2013;81,61
13.04.2009;68,89;23.04.2015;75,7;07.10.2011;90,34;11.10.2010;96,25;24.10.2016;57,76;23.10.2015;58,32;23.10.2014;79,81;21.10.2013;81,99
14.04.2009;68,77;24.04.2015;74,77;10.10.2011;90,93;12.10.2010;96,19;25.10.2016;57,47;26.10.2015;58,36;24.10.2014;80,25;22.10.2013;81,27
15.04.2009;67,95;27.04.2015;74,68;11.10.2011;91,49;13.10.2010;96,6;26.10.2016;56,79;27.10.2015;57,65;27.10.2014;80,05;23.10.2013;80,45
16.04.2009;68,24;28.04.2015;74,63;12.10.2011;91,29;14.10.2010;96,19;27.10.2016;56,78;28.10.2015;59;28.10.2014;80,3;24.10.2013;80,37
17.04.2009;68,17;29.04.2015;74,96;13.10.2011;90,68;15.10.2010;94,67;28.10.2016;56,21;29.10.2015;58,63;29.10.2014;80,68;25.10.2013;80,47
20.04.2009;65,75;30.04.2015;74,78;14.10.2011;91,2;18.10.2010;96,68;31.10.2016;54,98;30.10.2015;58,96;30.10.2014;80,47;28.10.2013;80,58
21.04.2009;65,99;01.05.2015;74,85;17.10.2011;91,5;19.10.2010;93,86;01.11.2016;55,15;02.11.2015;58,69;31.10.2014;80,94;29.10.2013;80,72
22.04.2009;65,86;04.05.2015;75,23;18.10.2011;93,21;20.10.2010;95,13;02.11.2016;54,48;03.11.2015;59,38;03.11.2014;81,46;30.10.2013;81,49
23.04.2009;65,51;05.05.2015;75,86;19.10.2011;91,79;21.10.2010;93,22;03.11.2016;54,05;04.11.2015;58,3;04.11.2014;81,04;31.10.2013;81,49
24.04.2009;66,57;06.05.2015;75,79;20.10.2011;91,17;22.10.2010;94,04;04.11.2016;53,56;05.11.2015;58,05;05.11.2014;80,82;01.11.2013;81,28
27.04.2009;65,72;07.05.2015;75,37;21.10.2011;90,94;25.10.2010;94,36;07.11.2016;54,23;06.11.2015;57,72;06.11.2014;81,08;04.11.2013;81,21
28.04.2009;65,51;08.05.2015;75,67;24.10.2011;90,85;26.10.2010;94,41;08.11.2016;54,48;09.11.2015;57,75;07.11.2014;80,78;05.11.2013;81,2
29.04.2009;66,47;11.05.2015;75,61;25.10.2011;90,15;27.10.2010;94,63;09.11.2016;55,18;10.11.2015;58,08;10.11.2014;80,37;06.11.2013;80,81
30.04.2009;66,47;12.05.2015;75,53;26.10.2011;89,34;28.10.2010;94,14;10.11.2016;55;11.11.2015;57,21;11.11.2014;80,73;07.11.2013;81,11
01.05.2009;68,55;13.05.2015;76,01;27.10.2011;92,12;29.10.2010;93,25;11.11.2016;54,01;12.11.2015;57,09;12.11.2014;80,54;08.11.2013;80,7
04.05.2009;69,94;14.05.2015;76,62;28.10.2011;90,33;01.11.2010;94,43;14.11.2016;53,41;13.11.2015;56,96;13.11.2014;79,01;11.11.2013;80,84
05.05.2009;69,26;15.05.2015;76,71;31.10.2011;90,14;02.11.2010;95,08;15.11.2016;54,41;16.11.2015;57,07;14.11.2014;79,94;12.11.2013;80,82
06.05.2009;70,19;18.05.2015;76,18;01.11.2011;90,01;03.11.2010;95,4;16.11.2016;54,06;17.11.2015;56,14;17.11.2014;80,15;13.11.2013;80,95
07.05.2009;70,62;19.05.2015;75,01;02.11.2011;89,69;04.11.2010;94,96;17.11.2016;54,29;18.11.2015;56,15;18.11.2014;79,85;14.11.2013;80,86
08.05.2009;71,39;20.05.2015;75,48;03.11.2011;91,49;05.11.2010;95,13;18.11.2016;54,55;19.11.2015;55,81;19.11.2014;79,26;15.11.2013;80,93
11.05.2009;71,03;21.05.2015;75,65;04.11.2011;91,19;08.11.2010;96,14;21.11.2016;55,74;20.11.2015;55,87;20.11.2014;79,5;18.11.2013;80,64
12.05.2009;71,22;22.05.2015;75,36;07.11.2011;91,74;09.11.2010;95,34;22.11.2016;55,91;23.11.2015;56,16;21.11.2014;80,37;19.11.2013;80,34
13.05.2009;70,42;25.05.2015;75,56;08.11.2011;91,99;10.11.2010;95,04;23.11.2016;55,64;24.11.2015;57,38;24.11.2014;80,05;20.11.2013;80,52
14.05.2009;70,68;26.05.2015;75,18;09.11.2011;90,32;11.11.2010;95,3;25.11.2016;54,3;25.11.2015;57,35;25.11.2014;79,58;21.11.2013;80,08
15.05.2009;68,22;27.05.2015;74,2;10.11.2011;91,27;12.11.2010;93,57;28.11.2016;54,89;27.11.2015;56,8;26.11.2014;80,03;22.11.2013;80,12
18.05.2009;70,15;28.05.2015;74,52;11.11.2011;92,47;15.11.2010;93,32;29.11.2016;53,53;30.11.2015;56,59;28.11.2014;76,52;25.11.2013;80,52
19.05.2009;70,56;29.05.2015;75,12;14.11.2011;92,55;16.11.2010;91,57;30.11.2016;55,41;01.12.2015;56,51;01.12.2014;78,32;26.11.2013;80,68
20.05.2009;70,93;01.06.2015;74,39;15.11.2011;92,71;17.11.2010;89,88;01.12.2016;55,25;02.12.2015;56,16;02.12.2014;77,09;27.11.2013;80,52
21.05.2009;70,48;02.06.2015;75,36;16.11.2011;92,52;18.11.2010;91,15;02.12.2016;55,98;03.12.2015;56,76;03.12.2014;77,01;29.11.2013;80,85
22.05.2009;71,44;03.06.2015;74,87;17.11.2011;91,14;19.11.2010;90,35;05.12.2016;56,26;04.12.2015;56,6;04.12.2014;75,46;02.12.2013;80,97
25.05.2009;70,96;04.06.2015;74;18.11.2011;90,74;22.11.2010;90,39;06.12.2016;55,75;07.12.2015;56,29;05.12.2014;74,13;03.12.2013;80,8
26.05.2009;71,48;05.06.2015;75,09;21.11.2011;90,56;23.11.2010;90,01;07.12.2016;55,28;08.12.2015;56,19;08.12.2014;71,94;04.12.2013;80,65
27.05.2009;72,07;08.06.2015;74,53;22.11.2011;91,37;24.11.2010;92,07;08.12.2016;55,41;09.12.2015;56,09;09.12.2014;72,2;05.12.2013;80,11
28.05.2009;73,79;09.06.2015;75,32;23.11.2011;90,55;25.11.2010;92,5;09.12.2016;55,71;10.12.2015;56,33;10.12.2014;70,67;06.12.2013;80,33
29.05.2009;74,39;10.06.2015;76,08;24.11.2011;90,63;26.11.2010;91,98;12.12.2016;55,37;11.12.2015;55,63;11.12.2014;70,52;09.12.2013;80,44
01.06.2009;76,14;11.06.2015;75,37;25.11.2011;89,68;29.11.2010;93,5;13.12.2016;55,54;14.12.2015;54,51;12.12.2014;68,59;10.12.2013;80,28
02.06.2009;77,36;12.06.2015;74,4;28.11.2011;90,01;30.11.2010;91,65;14.12.2016;54,74;15.12.2015;54,61;15.12.2014;67,19;11.12.2013;80,62
03.06.2009;76,66;15.06.2015;74,9;29.11.2011;90,36;01.12.2010;93,18;15.12.2016;54,47;16.12.2015;54,19;16.12.2014;66,11;12.12.2013;80,36
04.06.2009;78,94;16.06.2015;75,03;30.11.2011;91,23;02.12.2010;92,56;16.12.2016;54,87;17.12.2015;54,01;17.12.2014;66,6;13.12.2013;79,33
05.06.2009;78,64;17.06.2015;75,15;01.12.2011;91,67;03.12.2010;90,54;19.12.2016;55,05;18.12.2015;53,71;18.12.2014;66,71;16.12.2013;79,68
08.06.2009;78,69;18.06.2015;75,3;02.12.2011;92,24;06.12.2010;89,45;20.12.2016;55,59;21.12.2015;52,98;19.12.2014;69,59;17.12.2013;79,76
09.06.2009;79,75;19.06.2015;74,41;05.12.2011;91,88;07.12.2010;91,45;21.12.2016;54,87;22.12.2015;52,13;22.12.2014;69,42;18.12.2013;79,1
10.06.2009;80,22;22.06.2015;75,05;06.12.2011;91,76;08.12.2010;92,73;22.12.2016;54,94;23.12.2015;52,32;23.12.2014;70,71;19.12.2013;78,69
11.06.2009;81;23.06.2015;75,05;07.12.2011;92,26;09.12.2010;92,71;23.12.2016;55,21;24.12.2015;53,26;24.12.2014;70,92;20.12.2013;78,43
12.06.2009;80,44;24.06.2015;74,55;08.12.2011;91,91;10.12.2010;92,35;27.12.2016;55,76;28.12.2015;52,9;26.12.2014;70,55;23.12.2013;78,44
15.06.2009;79,48;25.06.2015;74,2;09.12.2011;92,13;13.12.2010;92,7;28.12.2016;55,95;29.12.2015;53,63;29.12.2014;69,75;24.12.2013;78,37
16.06.2009;79,4;26.06.2015;74,17;12.12.2011;91,61;14.12.2010;93,19;29.12.2016;56,1;30.12.2015;52,96;30.12.2014;69,73;26.12.2013;78,55
17.06.2009;79,96;29.06.2015;73,72;13.12.2011;92,35;15.12.2010;93,75;30.12.2016;56,2;31.12.2015;53,51;31.12.2014;69,6;27.12.2013;78,69
18.06.2009;79,64;30.06.2015;73,31;14.12.2011;89,99;16.12.2010;93,41;03.01.2017;55,32;04.01.2016;53,37;02.01.2015;69,1;30.12.2013;78,62
19.06.2009;78,47;01.07.2015;73;15.12.2011;89,95;17.12.2010;93,46;04.01.2017;56,47;05.01.2016;52,86;05.01.2015;67,77;31.12.2013;78,4
22.06.2009;76,79;02.07.2015;72,75;16.12.2011;90,08;20.12.2010;94,29;05.01.2017;57,01;06.01.2016;51,69;06.01.2015;65,91;02.01.2014;77,53
23.06.2009;78,07;03.07.2015;71,9;19.12.2011;89,03;21.12.2010;94,29;06.01.2017;57,15;07.01.2016;50,76;07.01.2015;65,37;03.01.2014;77,26
24.06.2009;77,85;06.07.2015;69,34;20.12.2011;90,46;22.12.2010;94,4;09.01.2017;56,06;08.01.2016;50,68;08.01.2015;65,41;06.01.2014;77,32
25.06.2009;78,7;07.07.2015;69,55;21.12.2011;91,93;23.12.2010;94,86;10.01.2017;55,68;11.01.2016;49,39;09.01.2015;66,48;07.01.2014;76,38
26.06.2009;78,06;08.07.2015;69,89;22.12.2011;91,11;24.12.2010;94,25;11.01.2017;56,53;12.01.2016;48,08;12.01.2015;65,78;08.01.2014;75,87
29.06.2009;79,55;09.07.2015;71,03;23.12.2011;91,61;27.12.2010;94,6;12.01.2017;56,91;13.01.2016;47,1;13.01.2015;66,41;09.01.2014;76,18
30.06.2009;78,32;10.07.2015;71,61;27.12.2011;92,03;28.12.2010;95,03;13.01.2017;56,45;14.01.2016;47,67;14.01.2015;67,07;10.01.2014;76,18
01.07.2009;77,81;13.07.2015;71,58;28.12.2011;91,71;29.12.2010;95,21;17.01.2017;56,06;15.01.2016;45,38;15.01.2015;64,92;13.01.2014;76,1
02.07.2009;76,08;14.07.2015;71,44;29.12.2011;92,28;30.12.2010;94,65;18.01.2017;55,48;19.01.2016;44,19;16.01.2015;66,05;14.01.2014;76,94
03.07.2009;75,18;15.07.2015;70,61;30.12.2011;91,57;31.12.2010;95,89;19.01.2017;55,68;20.01.2016;43,67;20.01.2015;64,61;15.01.2014;77,32
06.07.2009;73,79;16.07.2015;70,3;03.01.2012;93,32;03.01.2011;95,49;20.01.2017;56,47;21.01.2016;44,06;21.01.2015;65,11;16.01.2014;76,39
07.07.2009;73,15;17.07.2015;69,99;04.01.2012;95,19;04.01.2011;94,8;23.01.2017;56,12;22.01.2016;46,18;22.01.2015;64,5;17.01.2014;76,34
08.07.2009;71,07;20.07.2015;70,01;05.01.2012;94,4;05.01.2011;96,86;24.01.2017;56,35;25.01.2016;46,29;23.01.2015;64,89;21.01.2014;76,26
09.07.2009;71,86;21.07.2015;71,01;06.01.2012;94,92;06.01.2011;96,5;25.01.2017;56,06;26.01.2016;47,05;26.01.2015;64,69;22.01.2014;76,17
10.07.2009;71,41;22.07.2015;70,24;09.01.2012;94,67;07.01.2011;94,88;26.01.2017;56,42;27.01.2016;47,68;27.01.2015;65,71;23.01.2014;75,97
13.07.2009;70,87;23.07.2015;69,73;10.01.2012;94,46;10.01.2011;96,44;27.01.2017;55,75;28.01.2016;48,24;28.01.2015;65,07;24.01.2014;76,38
14.07.2009;70,7;24.07.2015;68,91;11.01.2012;93,66;11.01.2011;97,65;30.01.2017;55,63;29.01.2016;49,2;29.01.2015;66,03;27.01.2014;76,31
15.07.2009;72,93;27.07.2015;69;12.01.2012;92,36;12.01.2011;97,69;31.01.2017;55,8;01.02.2016;47,96;30.01.2015;68,38;28.01.2014;76,54
16.07.2009;73,78;28.07.2015;69,1;13.01.2012;92;13.01.2011;97,83;01.02.2017;56,42;02.02.2016;47,22;02.02.2015;68,83;29.01.2014;76,15
17.07.2009;75,26;29.07.2015;69,06;16.01.2012;93,11;14.01.2011;98,83;02.02.2017;56,1;03.02.2016;48,09;03.02.2015;70,17;30.01.2014;75,97
20.07.2009;76,56;30.07.2015;68,74;17.01.2012;93,2;17.01.2011;98,09;03.02.2017;56,44;04.02.2016;48,49;04.02.2015;68,37;31.01.2014;75,46
21.07.2009;76,96;31.07.2015;68,35;18.01.2012;92,11;18.01.2011;98,94;06.02.2017;56,13;05.02.2016;48,41;05.02.2015;68,93;03.02.2014;75,81
22.07.2009;78,19;03.08.2015;66,27;19.01.2012;92,68;19.01.2011;98,83;07.02.2017;55,44;08.02.2016;48,02;06.02.2015;68,24;04.02.2014;76,48
23.07.2009;79,83;04.08.2015;66,19;20.01.2012;91,62;20.01.2011;98,52;08.02.2017;55,36;09.02.2016;45,51;09.02.2015;68,69;05.02.2014;77,69
24.07.2009;80,12;05.08.2015;65,77;23.01.2012;91,88;21.01.2011;99,51;09.02.2017;55,43;10.02.2016;45,92;10.02.2015;68,1;06.02.2014;77,84
27.07.2009;79,61;06.08.2015;66,03;24.01.2012;92,52;24.01.2011;99,09;10.02.2017;55,58;11.02.2016;45,94;11.02.2015;68,23;07.02.2014;78,25
28.07.2009;78,95;07.08.2015;66,04;25.01.2012;92,12;25.01.2011;98,6;13.02.2017;55,02;12.02.2016;48,44;12.02.2015;69,35;10.02.2014;77,94
29.07.2009;76,42;10.08.2015;66,8;26.01.2012;91,53;26.01.2011;100,43;14.02.2017;54,93;16.02.2016;47,26;13.02.2015;68,5;11.02.2014;78,48
30.07.2009;78,91;11.08.2015;66,17;27.01.2012;90,27;27.01.2011;100,27;15.02.2017;54,43;17.02.2016;48,19;17.02.2015;68,13;12.02.2014;78,68
31.07.2009;79,98;12.08.2015;66,65;30.01.2012;90,3;28.01.2011;100,95;16.02.2017;54,21;18.02.2016;47,66;18.02.2015;67,7;13.02.2014;78,86
03.08.2009;81,07;13.08.2015;66,73;31.01.2012;89,62;31.01.2011;101,9;17.02.2017;54,01;19.02.2016;46,71;19.02.2015;67,03;14.02.2014;78,91
04.08.2009;81,97;14.08.2015;66,83;01.02.2012;90,07;01.02.2011;102,62;21.02.2017;53,32;22.02.2016;47,69;20.02.2015;68,03;18.02.2014;78,26
