Bloomberg Index;;Precious;;Industrial;;Energy;;S&P Index;;Precious;;Industrial;;Crude Oil;;Natural Gas;;Agriculture;;Agriculture + Livestock;;Livestock;;Energy;;Copper;;Aluminium;;Gold;
Date;BCOM Index;Date;BCOMPR Index;Date;BCOMIN Index;Date;BCOMEN Index;Date;SPGSCI Index;Date;SPGSPM Index;Date;SPGSIN Index;Date;SPGSCL Index;Date;SPGSNG Index;Date;SPGSAG Index;Date;SPGSAL Index;Date;SPGSLV Index;Date;SPGSEN Index;Date;SPGSIC Index;Date;SPGSIA Index;Date;SPGSGC Index
;;;;;;;;30.09.1997;201,7335;29.09.2000;381,209;30.09.2004;228,95;30.09.2014;499,62;;;30.09.1997;229,7661;30.09.1997;197,8974;30.09.1997;180,2273;30.09.2010;266,244;30.09.2004;216,37;;;30.09.2005;274,9768
;;;;;;;;31.10.1997;208,1534;31.10.2000;369,156;29.10.2004;218,65;31.10.2014;441,41;;;31.10.1997;238,46;31.10.1997;202,843;31.10.1997;179,8736;29.10.2010;269,814;29.10.2004;208,18;;;31.10.2005;271,8329
;;;;;;;;28.11.1997;188,6889;30.11.2000;378,563;30.11.2004;227,48;28.11.2014;362,55;;;28.11.1997;238,7272;28.11.1997;203,1286;28.11.1997;180,2397;30.11.2010;279,46;30.11.2004;223,13;;;30.11.2005;290,3471
;;;;;;;;31.12.1997;175,623;29.12.2000;378,154;31.12.2004;238,22;31.12.2014;291,95;;;31.12.1997;227,0818;31.12.1997;194,0338;31.12.1997;173,7441;31.12.2010;303,62;31.12.2004;227,03;;;30.12.2005;302,1077
;;;;;;;;30.01.1998;174,2636;31.01.2001;372,808;31.01.2005;231,21;30.01.2015;264,39;;;30.01.1998;229,516;30.01.1998;195,9845;30.01.1998;175,4545;31.01.2011;314,26;31.01.2005;223,13;;;31.01.2006;335,0606
;;;;;;;;27.02.1998;165,0984;28.02.2001;371,026;28.02.2005;242,58;27.02.2015;272,72;;;27.02.1998;223,8588;27.02.1998;188,0204;27.02.1998;161,7477;28.02.2011;336,87;28.02.2005;233,55;;;28.02.2006;328,307
;;;;;;;;31.03.1998;166,715;30.03.2001;355,253;31.03.2005;247,15;31.03.2015;260,88;;;31.03.1998;216,6063;31.03.1998;187,9845;31.03.1998;174,6393;31.03.2011;363,35;31.03.2005;238,8;;;31.03.2006;341,5814
;;;;;;;;30.04.1998;163,8963;30.04.2001;365,111;29.04.2005;235,28;30.04.2015;326,81;;;30.04.1998;204,2736;30.04.1998;182,8168;30.04.1998;181,2706;29.04.2011;387,86;29.04.2005;233,13;;;28.04.2006;381,0551
;;;;;;;;29.05.1998;158,2691;31.05.2001;368,807;31.05.2005;228,09;29.05.2015;330,48;;;29.05.1998;199,2104;29.05.1998;177,8344;29.05.1998;175,4271;31.05.2011;355,16;31.05.2005;222,64;;;31.05.2006;377,8529
;;;;;;;;30.06.1998;155,1993;29.06.2001;369,775;30.06.2005;228,21;30.06.2015;325,93;;;30.06.1998;203,1078;30.06.1998;177,8563;30.06.1998;168,507;30.06.2011;336,46;30.06.2005;241,85;;;30.06.2006;358,64
;;;;;;;;31.07.1998;143,6022;31.07.2001;361,41;29.07.2005;240,19;31.07.2015;258,25;;;31.07.1998;186,9575;31.07.1998;161,1893;31.07.1998;147,5489;29.07.2011;342,72;29.07.2005;256,8;;;31.07.2006;376,5721
;;;;;;;;31.08.1998;136,9596;31.08.2001;367,284;31.08.2005;244,31;31.08.2015;269,65;;;31.08.1998;177,6246;31.08.1998;153,4119;31.08.1998;140,989;31.08.2011;327,53;31.08.2005;261,91;;;31.08.2006;369,2362
;;;;;;;;30.09.1998;153,7656;28.09.2001;388,819;30.09.2005;246,92;30.09.2015;247,12;;;30.09.1998;182,1073;30.09.1998;158,7311;30.09.1998;148,8814;30.09.2011;292,18;30.09.2005;272,57;;;29.09.2006;351,77
;;;;;;;;30.10.1998;148,4851;31.10.2001;369,788;31.10.2005;257,85;30.10.2015;255,34;;;30.10.1998;189,5098;30.10.1998;164,1555;30.10.1998;151,8556;31.10.2011;326,99;31.10.2005;284,38;;;31.10.2006;353,2837
;;;;;;;;30.11.1998;133,4806;30.11.2001;365,548;30.11.2005;279,18;30.11.2015;228,27;;;30.11.1998;192,2904;30.11.1998;164,2236;30.11.1998;147,0755;30.11.2011;338,33;30.11.2005;307,84;;;30.11.2006;380,1235
;;;;;;;;31.12.1998;133,019;31.12.2001;375,601;30.12.2005;294,12;31.12.2015;203;;;31.12.1998;181,7668;31.12.1998;155,3371;31.12.1998;139,3291;30.12.2011;330,2;30.12.2005;318,19;;;29.12.2006;371,4486
;;;;;;;;29.01.1999;135,2692;31.01.2002;374,774;31.01.2006;327,44;29.01.2016;184,26;;;29.01.1999;177,7344;29.01.1999;158,7759;29.01.1999;157,4519;31.01.2012;335,18;31.01.2006;346,33;;;31.01.2007;383,0345
;;;;;;;;26.02.1999;130,8113;28.02.2002;395,352;28.02.2006;319,9;29.02.2016;184,97;;;26.02.1999;164,5713;26.02.1999;152,4775;26.02.1999;162,6569;29.02.2012;363,91;28.02.2006;343,21;;;28.02.2007;391,5348
;;;;;;;;31.03.1999;153,9354;29.03.2002;405,73;31.03.2006;341,78;31.03.2016;210,13;;;31.03.1999;174,8109;31.03.1999;159,1236;31.03.1999;164,0024;30.03.2012;357,01;31.03.2006;384,39;;;30.03.2007;389,497
;;;;;;;;30.04.1999;160,9771;30.04.2002;412,075;28.04.2006;413,19;29.04.2016;251,67;;;30.04.1999;166,953;30.04.1999;156,045;30.04.1999;169,2141;30.04.2012;356,22;28.04.2006;500,85;;;30.04.2007;397,9391
;;;;;;;;31.05.1999;152,2197;31.05.2002;436,811;31.05.2006;441,17;31.05.2016;269,1;;;31.05.1999;166,1237;31.05.1999;154,3966;31.05.1999;165,6761;31.05.2012;301,57;31.05.2006;564,78;;;31.05.2007;388,158
;;;;;;;;30.06.1999;163,362;28.06.2002;419,383;30.06.2006;416,57;30.06.2016;264,88;;;30.06.1999;166,2501;30.06.1999;150,898;30.06.1999;154,6335;29.06.2012;296;30.06.2006;523,1;;;29.06.2007;378,959
;;;;;;;;30.07.1999;169,1718;31.07.2002;407,416;31.07.2006;440,48;29.07.2016;228;;;30.07.1999;159,81;30.07.1999;147,6079;30.07.1999;156,5359;31.07.2012;311,65;31.07.2006;567,83;;;31.07.2007;395,494
;;;;;;;;31.08.1999;181,6245;30.08.2002;418,919;31.08.2006;438,97;31.08.2016;244,99;;;31.08.1999;170,1377;31.08.1999;155,9001;31.08.1999;162,8006;31.08.2012;339,27;31.08.2006;547,49;;;31.08.2007;397,008
;;;;;;;;30.09.1999;191,063;30.09.2002;431,394;29.09.2006;440;30.09.2016;264,39;;;30.09.1999;166,9886;30.09.1999;155,8275;30.09.1999;168,4756;28.09.2012;331,02;29.09.2006;536,08;;;28.09.2007;436,656
;;;;;;;;29.10.1999;181,3902;31.10.2002;424,584;31.10.2006;467,66;31.10.2016;256,82;;;29.10.1999;163,2035;29.10.1999;153,1273;29.10.1999;167,2263;31.10.2012;315,67;31.10.2006;523,92;;;31.10.2007;463,03
;;;;;;;;30.11.1999;189,6623;29.11.2002;424,097;30.11.2006;462,33;30.11.2016;270,96;;;30.11.1999;163,81;30.11.1999;157,3633;30.11.1999;179,1737;30.11.2012;322,45;30.11.2006;500,92;;;30.11.2007;459,42
;;;;;;;;31.12.1999;194,5372;31.12.2002;461,386;29.12.2006;445,49;30.12.2016;294,42;;;31.12.1999;162,8396;31.12.1999;155,9863;31.12.1999;176,7382;31.12.2012;324,92;29.12.2006;448,25;;;31.12.2007;487,89
;;;;;;;;31.01.2000;206,3651;31.01.2003;487,806;31.01.2007;424,17;31.01.2017;289,43;;;31.01.2000;167,5141;31.01.2000;162,0487;31.01.2000;186,7548;31.01.2013;342,46;31.01.2007;405,72;;;31.01.2008;540,289
;;;;;;;;29.02.2000;216,0089;28.02.2003;462,858;28.02.2007;444,34;28.02.2017;296,01;;;29.02.2000;167,1842;29.02.2000;160,6766;29.02.2000;183,0422;28.02.2013;329,69;28.02.2007;425,43;;;29.02.2008;567,653
;;;;;;;;31.03.2000;206,8815;31.03.2003;445,488;30.03.2007;467,36;31.03.2017;277,32;;;31.03.2000;173,6733;31.03.2000;168,1617;31.03.2000;194,113;29.03.2013;337,13;30.03.2007;487,66;;;31.03.2008;536,504
;;;;;;;;28.04.2000;203,2085;30.04.2003;450,056;30.04.2007;506,93;28.04.2017;270,36;;;28.04.2000;171,3546;28.04.2000;167,9914;28.04.2000;198,1116;30.04.2013;318,14;30.04.2007;552,09;;;30.04.2008;503,668
;;;;;;;;31.05.2000;223,2031;30.05.2003;480,877;31.05.2007;492,26;31.05.2017;264,82;;;31.05.2000;177,2918;31.05.2000;168,0174;31.05.2000;186,57;31.05.2013;312,16;31.05.2007;526,08;;;30.05.2008;519,038
;;;;;;;;30.06.2000;235,7137;30.06.2003;457,741;29.06.2007;472,03;30.06.2017;252,33;;;30.06.2000;169,2966;30.06.2000;162,9261;30.06.2000;186,0519;28.06.2013;319,61;29.06.2007;539,83;;;30.06.2008;540,464
;;;;;;;;31.07.2000;213,3268;31.07.2003;473,798;31.07.2007;483,15;31.07.2017;274,96;;;31.07.2000;166,2926;31.07.2000;158,618;31.07.2000;178,2492;31.07.2013;340,76;31.07.2007;572,08;;;31.07.2008;537,203
;;;;;;;;31.08.2000;244,3988;29.08.2003;499,382;31.08.2007;448,62;31.08.2017;258,85;;;31.08.2000;176,318;31.08.2000;162,3681;31.08.2000;170,5321;30.08.2013;351,77;31.08.2007;531,4;;;29.08.2008;486,26
;;;;;;;;29.09.2000;237,4833;30.09.2003;510,751;28.09.2007;464,3;29.09.2017;283,19;;;29.09.2000;172,6222;29.09.2000;162,5432;29.09.2000;178,3242;30.09.2013;333,86;28.09.2007;570,59;;;30.09.2008;512,809
;;;;;;;;31.10.2000;236,7139;31.10.2003;508,299;31.10.2007;459,98;31.10.2017;298,04;;;31.10.2000;171,334;31.10.2000;161,9135;31.10.2000;178,8465;31.10.2013;327,74;31.10.2007;548,41;;;31.10.2008;418,142
;;;;;;;;30.11.2000;256,384;28.11.2003;527,161;30.11.2007;420,54;30.11.2017;314,59;;;30.11.2000;180,9583;30.11.2000;170,3284;30.11.2000;186,7319;29.11.2013;327,44;30.11.2007;495,35;;;28.11.2008;476,828
;;;;;;;;29.12.2000;246,9237;31.12.2003;553,909;31.12.2007;397,74;29.12.2017;331,14;;;29.12.2000;182,6105;29.12.2000;173,5416;29.12.2000;193,7035;31.12.2013;338,05;31.12.2007;472,51;;;31.12.2008;514,846
;;;;;;;;31.01.2001;226,9736;30.01.2004;540,251;31.01.2008;437,68;31.01.2018;354,76;;;31.01.2001;174,011;31.01.2001;167,6576;31.01.2001;192,0922;31.01.2014;330,98;31.01.2008;521,12;;;30.01.2009;540,522
;;;;;;;;28.02.2001;221,9866;27.02.2004;536,712;29.02.2008;501,65;28.02.2018;337,83;;;28.02.2001;172,2933;28.02.2001;170,7219;28.02.2001;205,7038;28.02.2014;342,5491;29.02.2008;599,51;;;27.02.2009;548,731
;;;;;;;;30.03.2001;212,7381;31.03.2004;585,096;31.03.2008;479,47;30.03.2018;355,91;;;30.03.2001;156,6634;30.03.2001;158,0967;30.03.2001;196,4483;31.03.2014;337,1856;31.03.2008;598,02;;;31.03.2009;538,542
;;;;;;;;30.04.2001;224,2305;30.04.2004;520,256;30.04.2008;474,58;30.04.2018;375,81;;;30.04.2001;165,9151;30.04.2001;162,925;30.04.2001;193,2357;30.04.2014;337,0782;30.04.2008;609,97;;;30.04.2009;518,863
;;;;;;;;31.05.2001;217,6236;31.05.2004;529,392;30.05.2008;437,85;;;;;31.05.2001;158,2029;31.05.2001;159,3103;31.05.2001;197,2613;30.05.2014;340,2094;30.05.2008;565,21;;;29.05.2009;570,738
;;;;;;;;29.06.2001;202,6644;30.06.2004;524,477;30.06.2008;458,67;;;;;29.06.2001;160,2232;29.06.2001;161,0608;29.06.2001;198,8474;30.06.2014;349,0762;30.06.2008;607,81;;;30.06.2009;539,939
;;;;;;;;31.07.2001;201,72;30.07.2004;531,668;31.07.2008;438,52;;;;;31.07.2001;165,813;31.07.2001;161,789;31.07.2001;189,912;31.07.2014;328,4752;31.07.2008;576,83;;;31.07.2009;556,474
;;;;;;;;31.08.2001;203,0028;31.08.2004;556,428;29.08.2008;409,51;;;;;31.08.2001;167,6303;31.08.2001;161,9278;31.08.2001;186,6932;29.08.2014;320,9591;29.08.2008;534,66;;;31.08.2009;555,135
;;;;;;;;28.09.2001;181,7182;30.09.2004;567,171;30.09.2008;354,36;;;;;28.09.2001;154,1718;28.09.2001;149,3297;28.09.2001;173,0098;30.09.2014;300,6083;30.09.2008;451,37;;;30.09.2009;587,622
;;;;;;;;31.10.2001;175,3805;29.10.2004;581,124;31.10.2008;260,63;;;;;31.10.2001;153,6011;31.10.2001;148,4189;31.10.2001;171,2082;31.10.2014;271,2123;31.10.2008;290,61;;;30.10.2009;605,729
;;;;;;;;30.11.2001;169,575;30.11.2004;613,89;28.11.2008;228,95;;;;;30.11.2001;163,0403;30.11.2001;156,5342;30.11.2001;178,4692;28.11.2014;228,9433;28.11.2008;256,52;;;30.11.2009;688,344
;;;;;;;;31.12.2001;169,1572;31.12.2004;588,155;31.12.2008;204,91;;;;;31.12.2001;156,9519;31.12.2001;153,5802;31.12.2001;181,181;31.12.2014;185,0499;31.12.2008;216,84;;;31.12.2009;638,216
;;;;;;;;31.01.2002;166,0257;31.01.2005;570,118;30.01.2009;195,1;;;;;31.01.2002;153,8461;31.01.2002;154,5501;31.01.2002;191,9281;30.01.2015;171,2064;30.01.2009;222,43;;;29.01.2010;630,996
;;;;;;;;28.02.2002;176,5311;28.02.2005;591,936;27.02.2009;199,22;;;;;28.02.2002;152,4223;28.02.2002;152,7186;28.02.2002;188,7679;27.02.2015;194,2739;27.02.2009;243,65;;;26.02.2010;651,432
;;;;;;;;29.03.2002;201,2279;31.03.2005;582,252;31.03.2009;220,69;;;;;29.03.2002;157,3966;29.03.2002;152,1814;29.03.2002;175,8831;31.03.2015;177,3742;31.03.2009;285,4;;;31.03.2010;648,87
;;;;;;;;30.04.2002;204,2329;29.04.2005;586,268;30.04.2009;241,6;;;;;30.04.2002;150,9076;30.04.2002;144,5916;30.04.2002;164,0932;30.04.2015;211,7765;30.04.2009;314,71;;;30.04.2010;687,412
;;;;;;;;31.05.2002;194,2879;31.05.2005;569,8;29.05.2009;256,68;;;;;31.05.2002;160,8913;31.05.2002;148,4017;31.05.2002;155,0948;29.05.2015;210,4306;29.05.2009;342,07;;;31.05.2010;707,382
;;;;;;;;28.06.2002;202,7765;30.06.2005;588,62;30.06.2009;273,8;;;;;28.06.2002;171,2287;28.06.2002;155,9257;28.06.2002;158,1231;30.06.2015;206,634;30.06.2009;351,57;;;30.06.2010;725,372
;;;;;;;;31.07.2002;203,4048;29.07.2005;588,632;31.07.2009;316,08;;;;;31.07.2002;182,8509;31.07.2002;163,8142;31.07.2002;159,5596;31.07.2015;171,1902;31.07.2009;405,55;;;30.07.2010;689,275
;;;;;;;;30.08.2002;215,2304;31.08.2005;587,967;31.08.2009;340,7;;;;;30.08.2002;195,4064;30.08.2002;168,7594;30.08.2002;148,7728;31.08.2015;174,1587;31.08.2009;458,81;;;31.08.2010;727,934
;;;;;;;;30.09.2002;227,5257;30.09.2005;634,898;30.09.2009;333,48;;;;;30.09.2002;199,2646;30.09.2002;175,5446;30.09.2002;163,6218;30.09.2015;158,7497;30.09.2009;436,45;;;30.09.2010;762,459
;;;;;;;;31.10.2002;217,423;31.10.2005;628,942;30.10.2009;345,44;;;;;31.10.2002;203,1849;31.10.2002;179,9913;31.10.2002;170,2667;30.10.2015;160,7211;30.10.2009;458,58;;;29.10.2010;790,405
;;;;;;;;29.11.2002;217,5085;30.11.2005;674,224;30.11.2009;363,8;;;;;29.11.2002;199,114;29.11.2002;183,0036;29.11.2002;189,6858;30.11.2015;145,8431;30.11.2009;490,36;;;30.11.2010;807
;;;;;;;;31.12.2002;235,1541;30.12.2005;702,935;31.12.2009;391,81;;;;;31.12.2002;186,9671;31.12.2002;174,7471;31.12.2002;188,1437;31.12.2015;126,7627;31.12.2009;521,77;;;31.12.2010;827,55
;;;;;;;;31.01.2003;253,4514;31.01.2006;779,817;29.01.2010;357,9;;;;;31.01.2003;190,875;31.01.2003;178,7829;31.01.2003;193,4365;29.01.2016;118,2863;29.01.2010;477,56;;;31.01.2011;776,96
;;;;;;;;28.02.2003;278,572;28.02.2006;765,104;26.02.2010;379,31;;;;;28.02.2003;187,6425;28.02.2003;174,0678;28.02.2003;184,1607;29.02.2016;119,4691;26.02.2010;509,33;;;28.02.2011;820,85
;;;;;;;;31.03.2003;232,2788;31.03.2006;807,15;31.03.2010;413,01;;;;;31.03.2003;182,2762;31.03.2003;169,6487;31.03.2003;180,8813;31.03.2016;132,9921;31.03.2010;551,35;;;31.03.2011;838,32
;;;;;;;;30.04.2003;215,6376;28.04.2006;906,988;30.04.2010;402,53;;;;;30.04.2003;181,1606;30.04.2003;171,2584;30.04.2003;189,1904;29.04.2016;155,7412;30.04.2010;525,62;;;29.04.2011;906,15
;;;;;;;;30.05.2003;235,2415;31.05.2006;890,43;31.05.2010;361,33;;;;;30.05.2003;186,111;30.05.2003;175,0982;30.05.2003;191,3735;31.05.2016;165,1442;31.05.2010;491,12;;;31.05.2011;894,74
;;;;;;;;30.06.2003;233,2028;30.06.2006;837,556;30.06.2010;341,92;;;;;30.06.2003;178,1136;30.06.2003;169,0389;30.06.2003;188,3587;30.06.2016;164,8361;30.06.2010;460,9;;;30.06.2011;874,94
;;;;;;;;31.07.2003;233,1563;31.07.2006;878,624;30.07.2010;380,48;;;;;31.07.2003;180,7954;31.07.2003;170,5804;31.07.2003;187,6258;29.07.2016;144,1599;30.07.2010;516,72;;;29.07.2011;949,7
;;;;;;;;29.08.2003;242,459;31.08.2006;877,363;31.08.2010;377,38;;;;;29.08.2003;196,2667;29.08.2003;183,9907;29.08.2003;199,4614;31.08.2016;154,1739;31.08.2010;527,27;;;31.08.2011;1066,43
;;;;;;;;30.09.2003;232,6344;29.09.2006;828,499;30.09.2010;416,03;;;;;30.09.2003;195,2919;30.09.2003;184,0715;30.09.2003;202,0074;30.09.2016;165,2756;30.09.2010;568,04;;;30.09.2011;944,52
;;;;;;;;31.10.2003;238,4895;31.10.2006;837,797;29.10.2010;424,36;;;;;31.10.2003;208,4915;31.10.2003;194,8154;31.10.2003;209,6252;31.10.2016;161,3853;29.10.2010;581,09;;;31.10.2011;1004,42
;;;;;;;;28.11.2003;245,8032;30.11.2006;909,139;30.11.2010;418,04;;;;;28.11.2003;212,1613;28.11.2003;199,0134;28.11.2003;216,0493;30.11.2016;170,7224;30.11.2010;593,42;;;30.11.2011;1019,04
;;;;;;;;31.12.2003;260,5434;29.12.2006;881,162;31.12.2010;470,13;;;;;31.12.2003;209,3449;31.12.2003;187,1992;31.12.2003;180,5655;30.12.2016;187,4344;31.12.2010;682,66;;;30.12.2011;912,2
;;;;;;;;30.01.2004;260,088;31.01.2007;910,62;31.01.2011;479,52;;;;;30.01.2004;219,1245;30.01.2004;195,5733;30.01.2004;187,6415;31.01.2017;180,7187;31.01.2011;691,73;;;31.01.2012;1013,27
;;;;;;;;27.02.2004;278,6556;28.02.2007;933,92;28.02.2011;491,59;;;;;27.02.2004;232,0224;27.02.2004;206,3227;27.02.2004;195,9281;28.02.2017;183,5087;28.02.2011;700,7;;;29.02.2012;996,33
;;;;;;;;31.03.2004;282,1227;30.03.2007;923,018;31.03.2011;477,7;;;;;31.03.2004;237,7273;31.03.2004;213,4976;31.03.2004;208,3504;31.03.2017;175,9629;31.03.2011;668,14;;;30.03.2012;973,39
;;;;;;;;30.04.2004;289,5122;30.04.2007;941,609;29.04.2011;479,45;;;;;30.04.2004;235,0439;30.04.2004;214,034;30.04.2004;216,6584;28.04.2017;170,6991;29.04.2011;660,05;;;30.04.2012;968,91
;;;;;;;;31.05.2004;301,4126;31.05.2007;920,408;31.05.2011;466,71;;;;;31.05.2004;220,8063;31.05.2004;208,9297;31.05.2004;231,9747;31.05.2017;167,5039;31.05.2011;652,76;;;31.05.2012;910,69
;;;;;;;;30.06.2004;286,3553;29.06.2007;892,835;30.06.2011;466,15;;;;;30.06.2004;198,9735;30.06.2004;194,0242;30.06.2004;229,852;30.06.2017;160,965;30.06.2011;668,34;;;29.06.2012;933,98
;;;;;;;;30.07.2004;307,4776;31.07.2007;931,789;29.07.2011;484,57;;;;;30.07.2004;177,7375;30.07.2004;179,4325;30.07.2004;227,4487;31.07.2017;174,1779;29.07.2011;696,34;;;31.07.2012;940,03
;;;;;;;;31.08.2004;295,5954;31.08.2007;928,244;31.08.2011;454,26;;;;;31.08.2004;190,1306;31.08.2004;184,7594;31.08.2004;217,3147;31.08.2017;173,0676;31.08.2011;657,05;;;31.08.2012;982,53
;;;;;;;;30.09.2004;337,7328;28.09.2007;1024,93;30.09.2011;363,58;;;;;30.09.2004;176,8623;30.09.2004;177,9975;30.09.2004;224,3337;29.09.2017;183,0691;30.09.2011;496,98;;;28.09.2012;1032,78
;;;;;;;;29.10.2004;355,2492;31.10.2007;1084,09;31.10.2011;397,08;;;;;29.10.2004;175,8657;29.10.2004;175,4753;29.10.2004;217,573;31.10.2017;192,4137;31.10.2011;566,55;;;31.10.2012;1000,87
;;;;;;;;30.11.2004;342,5017;30.11.2007;1074,28;30.11.2011;386,3;;;;;30.11.2004;177,0977;30.11.2004;180,9321;30.11.2004;234,3923;30.11.2017;199,1672;30.11.2011;558,46;;;30.11.2012;997,15
;;;;;;;;31.12.2004;310,4673;31.12.2007;1139,81;30.12.2011;371,64;;;;;31.12.2004;180,12;31.12.2004;181,454;31.12.2004;229,1092;29.12.2017;210,5129;30.12.2011;538,66;;;31.12.2012;975,66
;;;;;;;;31.01.2005;331,4828;31.01.2008;1266,46;31.01.2012;410,13;;;;;31.01.2005;174,4422;31.01.2005;178,057;31.01.2005;230,1615;31.01.2018;219,986;31.01.2012;589,52;;;31.01.2013;967,63
;;;;;;;;28.02.2005;355,8531;29.02.2008;1348,98;29.02.2012;415,86;;;;;28.02.2005;198,7931;28.02.2005;192,4008;28.02.2005;224,9178;28.02.2018;208,4095;29.02.2012;602,56;;;28.02.2013;918,78
;;;;;;;;31.03.2005;383,6221;31.03.2008;1261,46;30.03.2012;397,81;;;;;31.03.2005;194,0387;31.03.2005;191,1335;31.03.2005;231,3927;30.03.2018;220,6617;30.03.2012;598,98;;;29.03.2013;929,03
;;;;;;;;29.04.2005;353,6854;30.04.2008;1187,31;30.04.2012;399,21;;;;;29.04.2005;194,2928;29.04.2005;191,1184;29.04.2005;230,7522;30.04.2018;233,9677;30.04.2012;597,1;;;30.04.2013;857,07
;;;;;;;;31.05.2005;354,8881;30.05.2008;1221,46;31.05.2012;360,88;;;;;31.05.2005;195,6069;31.05.2005;190,097;31.05.2005;224,0858;;;31.05.2012;527,36;;;31.05.2013;811,02
;;;;;;;;30.06.2005;379,7879;30.06.2008;1271,42;29.06.2012;362,74;;;;;30.06.2005;197,6916;30.06.2005;187,1732;30.06.2005;208,8761;;;29.06.2012;545,43;;;28.06.2013;712,45
;;;;;;;;29.07.2005;401,999;31.07.2008;1267,19;31.07.2012;357,03;;;;;29.07.2005;200,5615;29.07.2005;188,0943;29.07.2005;205,5223;;;31.07.2012;535,93;;;31.07.2013;764,44
;;;;;;;;31.08.2005;465,1507;29.08.2008;1125,64;31.08.2012;359,42;;;;;31.08.2005;190,3246;31.08.2005;183,147;31.08.2005;211,5759;;;31.08.2012;539,83;;;30.08.2013;812,82
;;;;;;;;30.09.2005;469,5595;30.09.2008;1167,64;28.09.2012;397,24;;;;;30.09.2005;195,4893;30.09.2005;189,6918;30.09.2005;222,9165;;;28.09.2012;581,94;;;30.09.2013;772,59
;;;;;;;;31.10.2005;422,8763;31.10.2008;949,6;31.10.2012;365,25;;;;;31.10.2005;189,4411;31.10.2005;185,5059;31.10.2005;222,0035;;;31.10.2012;550,02;;;31.10.2013;770,67
;;;;;;;;30.11.2005;415,9086;28.11.2008;1075,15;30.11.2012;388,37;;;;;30.11.2005;193,1368;30.11.2005;191,7226;30.11.2005;235,5703;;;30.11.2012;566,29;;;29.11.2013;727,99
;;;;;;;;30.12.2005;431,7214;31.12.2008;1163,1;31.12.2012;385,72;;;;;30.12.2005;209,5714;30.12.2005;201,8274;30.12.2005;233,539;;;31.12.2012;561,65;;;31.12.2013;699,99
;;;;;;;;31.01.2006;453,9183;30.01.2009;1227,5;31.01.2013;396,34;;;;;31.01.2006;220,2244;31.01.2006;205,4458;31.01.2006;221,9279;;;31.01.2013;577,75;;;31.01.2014;721,82
;;;;;;;;28.02.2006;415,8627;27.02.2009;1249,42;28.02.2013;376,95;;;;;28.02.2006;228,4215;28.02.2006;208,8058;28.02.2006;215,0379;;;28.02.2013;552,89;;;28.02.2014;769,4457
;;;;;;;;31.03.2006;442,519;31.03.2009;1227,31;29.03.2013;361,47;;;;;31.03.2006;221,2355;31.03.2006;200,0448;31.03.2006;200,5258;;;29.03.2013;533,54;;;31.03.2014;747,4382
;;;;;;;;28.04.2006;474,7863;30.04.2009;1180,75;30.04.2013;344,44;;;;;28.04.2006;226,295;28.04.2006;203,5694;28.04.2006;201,4001;;;30.04.2013;499,18;;;30.04.2014;754,4829
;;;;;;;;31.05.2006;474,5546;29.05.2009;1317,74;31.05.2013;353,88;;;;;31.05.2006;226,2209;31.05.2006;206,3919;31.05.2006;211,5444;;;31.05.2013;517,36;;;30.05.2014;725,4308
;;;;;;;;30.06.2006;484,6753;30.06.2009;1235,86;28.06.2013;328,94;;;;;30.06.2006;232,6685;30.06.2006;214,4086;30.06.2006;225,1166;;;28.06.2013;478,32;;;30.06.2014;769,6786
;;;;;;;;31.07.2006;498,2476;31.07.2009;1273;31.07.2013;333,7;;;;;31.07.2006;225,8153;31.07.2006;208,3711;31.07.2006;219,4675;;;31.07.2013;487,7;;;31.07.2014;746,856
;;;;;;;;31.08.2006;465,868;31.08.2009;1279,31;30.08.2013;340,71;;;;;31.08.2006;222,0248;31.08.2006;209,3324;31.08.2006;231,5419;;;30.08.2013;502,69;;;29.08.2014;749,5342
;;;;;;;;29.09.2006;428,0533;30.09.2009;1362,13;30.09.2013;347,46;;;;;29.09.2006;225,6072;29.09.2006;208,0636;29.09.2006;218,8571;;;30.09.2013;517,04;;;30.09.2014;705,4028
;;;;;;;;31.10.2006;429,2243;30.10.2009;1395,65;31.10.2013;349,67;;;;;31.10.2006;247,5119;31.10.2006;222,0053;31.10.2006;217,9846;;;31.10.2013;513,96;;;31.10.2014;682,1145
;;;;;;;;30.11.2006;463,6554;30.11.2009;1586,49;29.11.2013;335,13;;;;;30.11.2006;275,8573;30.11.2006;240,6168;30.11.2006;218,872;;;29.11.2013;500,3;;;28.11.2014;684,3851
;;;;;;;;29.12.2006;433,6465;31.12.2009;1467,9;31.12.2013;349,83;;;;;29.12.2006;271,6843;29.12.2006;238,1445;29.12.2006;219,6873;;;31.12.2013;522,34;;;31.12.2014;689,3921
;;;;;;;;31.01.2007;427,2178;29.01.2010;1446,75;31.01.2014;335,67;;;;;31.01.2007;265,3675;31.01.2007;236,0822;31.01.2007;226,7549;;;31.01.2014;502,05;;;30.01.2015;744,7599
;;;;;;;;28.02.2007;448,4914;26.02.2010;1491,78;28.02.2014;340,58;;;;;28.02.2007;279,2492;28.02.2007;247,0266;28.02.2007;233,8518;;;28.02.2014;498,86;;;27.02.2015;706,276
;;;;;;;;30.03.2007;468,115;31.03.2010;1496;31.03.2014;333,45;;;;;30.03.2007;254,2418;30.03.2007;233,0488;30.03.2007;240,5234;;;31.03.2014;471,68;;;31.03.2015;688,8679
